sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,n_leaves,date_collected,notes,,,,
2701,762,clpu,1,2,2.9,0.6,0.03136,,,,1,23-May-17,,,,,
2702,762,clpu,1,3,3.7,0.5,0.04506,,,,1,23-May-17,,,,,
2703,762,clpu,2,1,3.5,0.7,0.0593,,,,1,23-May-17,12,13,10,,
2704,762,clpu,2,2,3.6,0.7,0.06392,,,,1,23-May-17,,,,,
2705,762,clpu,2,3,3.4,0.7,0.06093,,,,1,23-May-17,,,,,
2706,762,clpu,3,1,3.5,0.5,0.03464,,,,1,23-May-17,49,55,40,using fourth of plant,
2707,762,clpu,3,2,3.3,0.4,0.02993,,,,1,23-May-17,,,,,
2708,762,clpu,3,3,2.8,0.3,0.02432,,,,1,23-May-17,,,,,
2709,762,clpu,4,1,2.9,0.5,0.02819,,,,1,23-May-17,19,25,10,using half of plant,
2710,762,clpu,4,2,3.3,0.5,0.03589,,,,1,23-May-17,,,,,
2711,762,clpu,4,3,3.1,0.5,0.02892,,,,1,23-May-17,,,,,
2712,762,clpu,5,1,3.5,0.5,0.03021,,,,1,23-May-17,54,60,57,Using 1/16 of plant,
2713,762,clpu,5,2,3.7,0.5,0.03819,,,,1,23-May-17,,,,,
2714,762,clpu,5,3,3.2,0.5,0.04158,,,,1,23-May-17,,,,,
2715,comp,heco,1,1,11,1.6,0.33401,,0.07112,,1,25-May-17,13,20,21,,
2716,comp,heco,1,2,12.5,19,0.443,,0.09161,,1,25-May-17,,,,,
2717,comp,heco,1,3,13,1.9,0.4754,,0.09994,,1,25-May-17,,,,,
2718,comp,heco,2,1,11.7,1.8,0.4853,,0.08774,,1,25-May-17,27,22,26,,
2719,comp,heco,2,2,13.1,1.6,0.511,,0.09637,,1,25-May-17,,,,,
2720,comp,heco,2,3,14.6,2.2,0.745,,0.13439,,1,25-May-17,,,,,
2721,comp,heco,3,1,12.9,1.6,0.44,,0.08369,,1,25-May-17,30,30,22,using half of plant,
2722,comp,heco,3,2,14,1.6,0.539,,0.09557,,1,25-May-17,,,,,
2723,comp,heco,3,3,16.7,2.1,1.02946,,0.1542,,1,25-May-17,,,,,
2724,comp,heco,4,1,11.8,1.2,0.36041,,0.06294,,1,25-May-17,26,21,17,,
2725,comp,heco,4,2,11.6,1.1,0.3305,,0.06102,,1,25-May-17,,,,,
2726,comp,heco,4,3,11,1.1,0.26256,,0.04859,,1,25-May-17,,,,,
2727,comp,heco,5,1,11.7,1.6,0.37051,,0.06485,,1,25-May-17,10,21,18,,
2728,comp,heco,5,2,10.5,1.3,0.30211,,0.05386,,1,25-May-17,,,,,
2729,comp,heco,5,3,9.6,1.3,0.23562,,0.041,,1,25-May-17,,,,,
2730,743,naat,1,1,0.9,0.5,0.00321,,0.00122,,1,25-May-17,6,11,6,,
2731,743,naat,1,2,0.7,0.5,0.00266,,0.00106,,1,25-May-17,,,,,
2732,743,naat,1,3,1.1,0.6,0.00721,,0.00281,,1,25-May-17,,,,,
2733,743,naat,2,1,1.1,0.7,0.00549,,0.00227,,1,25-May-17,4,5,3,,
2734,743,naat,2,2,0.7,0.5,0.00287,,0.00129,,1,25-May-17,,,,,
2735,743,naat,2,3,1.1,0.7,0.00617,,0.00256,,1,25-May-17,,,,,
2736,743,naat,3,1,1,0.5,0.00532,,0.00155,,1,25-May-17,9,10,6,,
2737,743,naat,3,2,1,0.5,0.00455,,0.00145,,1,25-May-17,,,,,
2738,743,naat,3,3,1.1,0.5,0.00486,,0.00192,,1,25-May-17,,,,,
2739,743,naat,4,1,1.2,0.5,0.00576,,0.00217,,1,25-May-17,8,9,9,using half of plant,
2740,743,naat,4,2,1.2,0.5,0.00799,,0.00238,,1,25-May-17,,,,,
2741,743,naat,4,3,3,0.6,0.00895,,0.00269,,1,25-May-17,,,,,
2742,743,naat,5,1,1,0.5,0.0059,,0.00205,,1,25-May-17,10,13,12,using half of plant,
2743,743,naat,5,2,1,0.5,0.00673,,0.00234,,1,25-May-17,,,,,
2744,743,naat,5,3,1.1,0.5,0.00863,,0.00281,,1,25-May-17,,,,,
2745,745,heco,1,1,6.6,0.8,0.0998,,0.02898,,1,25-May-17,22,12,10,,
2746,745,heco,1,2,5.6,0.6,0.07362,,0.02261,,1,25-May-17,,,,,
2747,745,heco,1,3,4.7,0.6,0.05993,,0.01827,,1,25-May-17,,,,,
2748,745,heco,2,1,6.1,0.5,0.10124,,0.02985,,1,25-May-17,7,7,6,,
2749,745,heco,2,2,7,0.5,0.10396,,0.03001,,1,25-May-17,,,,,
2750,745,heco,2,3,4.7,0.4,0.0377,,0.01131,,1,25-May-17,,,,,
2751,745,heco,3,1,6.4,0.6,0.0826,,0.02444,,1,25-May-17,16,10,9,,
2752,745,heco,3,2,5.9,0.6,0.0758,,0.02334,,1,25-May-17,,,,,
2753,745,heco,3,3,4.3,0.5,0.04368,,0.0142,,1,25-May-17,,,,,
2754,745,heco,4,1,4.5,0.5,0.04698,,0.01506,,1,25-May-17,10,9,7,,
2755,745,heco,4,2,4.4,0.5,0.04877,,0.01475,,1,25-May-17,,,,,
2756,745,heco,4,3,6,0.6,0.08385,,0.02705,,1,25-May-17,,,,,
2757,745,heco,5,1,4.5,0.5,0.05899,,0.01982,,1,25-May-17,19,7,6,,
2758,745,heco,5,2,4.9,0.5,0.051,,0.01662,,1,25-May-17,,,,,
2759,745,heco,5,3,5.2,0.6,0.0735,,0.02494,,1,25-May-17,,,,,
2760,745,naat,1,1,1.4,0.5,0.00513,,0.00152,,1,25-May-17,6,8,5,,
2761,745,naat,1,2,0.9,0.6,0.00397,,0.00166,,1,25-May-17,,,,,
2762,745,naat,1,3,1,0.6,0.00616,,0.00258,,1,25-May-17,,,,,
2763,745,naat,2,1,1.1,0.6,0.00691,,0.00318,,1,25-May-17,5,7,5,,
2764,745,naat,2,2,0.9,0.5,0.00375,,0.00155,,1,25-May-17,,,,,
2765,745,naat,2,3,1.1,0.5,0.00765,,0.00324,,1,25-May-17,,,,,
2766,745,naat,3,1,1,0.5,0.00413,,0.00161,,1,25-May-17,7,9,6,using half of plant,
2767,745,naat,3,2,1.1,0.5,0.00427,,0.00147,,1,25-May-17,,,,,
2768,745,naat,3,3,0.9,0.5,0.00349,,0.00153,,1,25-May-17,,,,,
2769,745,naat,4,1,1,0.4,0.00358,,0.00141,,1,25-May-17,2,4,4,,
2770,745,naat,4,2,1,0.4,0.00331,,0.00124,,1,25-May-17,,,,,
2771,745,naat,4,3,1,0.4,0.00334,,0.00117,,1,25-May-17,,,,,
2772,745,naat,5,1,1,0.5,0.00617,,0.00225,,1,25-May-17,5,7,6,,
2773,745,naat,5,2,1.1,0.6,0.00514,,0.00204,,1,25-May-17,,,,,
2774,745,naat,5,3,1.1,0.6,0.00697,,0.00295,,1,25-May-17,,,,,
2775,745,lopu,1,1,0.6,1,0.01249,,0.00343,,1,25-May-17,5,4,2,,
2776,745,lopu,1,2,0.7,1.1,0.01342,,0.00386,,1,25-May-17,,,,,
2777,745,lopu,1,3,0.8,1.3,0.01634,,0.00478,,1,25-May-17,,,,,
2778,743,lopu,1,1,0.8,1,0.00758,,0.00258,,1,25-May-17,5,1,1,,
2779,743,lopu,1,2,0.8,1,0.00622,,0.00223,,1,25-May-17,,,,,
2780,743,lopu,1,3,0.6,0.9,0.00386,,0.00129,,1,25-May-17,,,,,
2781,743,heco,1,1,7.9,0.6,0.10131,,0.03131,,1,25-May-17,19,22,22,,
2782,743,heco,1,2,7,0.6,0.07851,,0.02435,,1,25-May-17,,,,,
2783,743,heco,1,3,5,0.5,0.06549,,0.01945,,1,25-May-17,,,,,
2784,743,heco,2,1,5.4,0.5,0.05868,,0.01689,,1,25-May-17,,,,,
2785,743,heco,2,2,5.5,0.6,0.06457,,0.01902,,1,25-May-17,,,,,
2786,743,heco,2,3,4,0.5,0.03741,,0.0011,,1,25-May-17,,,,,
2787,743,heco,3,1,7.6,0.9,0.14318,,0.04686,,1,25-May-17,,,,,
2788,743,heco,3,2,7,0.6,0.08107,,0.02697,,1,25-May-17,,,,,
2789,743,heco,3,3,4,0.6,0.04071,,0.01447,,1,25-May-17,,,,,
2790,743,heco,4,1,4,0.5,0.04983,,0.01424,,1,25-May-17,13,19,15,,
2791,743,heco,4,2,5.9,0.7,0.10308,,0.02968,,1,25-May-17,,,,,
2792,743,heco,4,3,3.5,0.5,0.03758,,0.01019,,1,25-May-17,,,,,
2793,743,heco,5,1,8,0.8,0.11649,,0.03679,,1,25-May-17,12,15,14,,
2794,743,heco,5,2,4,0.6,0.04812,,0.01733,,1,25-May-17,,,,,
2795,743,heco,5,3,6.2,0.8,0.08981,,0.03159,,1,25-May-17,,,,,
2796,758,lopu,1,1,4,5.5,0.11052,,0.02544,,1,31-May-17,37,38,38,,
2797,758,lopu,1,2,2.8,5.1,0.10717,,0.02375,,1,31-May-17,,,,,
2798,758,lopu,1,3,3.2,4.7,0.08149,,0.01843,,1,31-May-17,,,,,
2799,758,lopu,2,1,1.4,1.7,0.01218,,0.00384,,1,31-May-17,26,7,6,,
2800,758,lopu,2,2,1.7,2.4,0.01672,,0.00551,,1,31-May-17,,,,,
2801,758,lopu,2,3,1.5,2.4,0.01563,,0.00468,,1,31-May-17,,,,,
2802,758,lopu,3,1,2,3,0.02567,,0.00662,,1,31-May-17,20,8,6,,
2803,758,lopu,3,2,2.2,3,0.02647,,0.00714,,1,31-May-17,,,,,
2804,758,lopu,3,3,2.2,3,0.0212,,0.00564,,1,31-May-17,,,,,
2805,758,lopu,4,1,2.8,3.7,0.04937,,0.01238,,1,31-May-17,29,17,9,using half of plant,
2806,758,lopu,4,2,3,4.8,0.05455,,0.01414,,1,31-May-17,,,,,
2807,758,lopu,4,3,2.6,3.3,0.03627,,0.00932,,1,31-May-17,,,,,
2808,758,lopu,5,1,2.2,3,0.03583,,0.00955,,1,31-May-17,19,20,5,,
2809,758,lopu,5,2,2.1,3,0.03281,,0.00835,,1,31-May-17,,,,,
2810,758,lopu,5,3,1.5,2.3,0.02126,,0.00541,,1,31-May-17,,,,,
2811,759,naat,1,1,1.2,2.1,0.00898,,0.00223,,1,31-May-17,10,4,4,,
2812,759,naat,1,2,2.4,1.4,0.014,,0.00288,,1,31-May-17,,,,,
2813,759,naat,1,3,1.6,0.9,0.00796,,0.00216,,1,31-May-17,,,,,
2814,759,naat,2,1,1.9,1.1,0.00956,,0.00286,,1,31-May-17,12,4,4,,
2815,759,naat,2,2,2.2,1.4,0.01248,,0.00332,,1,31-May-17,,,,,
2816,759,naat,2,3,1.6,1.1,0.00715,,0.00262,,1,31-May-17,,,,,
2817,759,heco,1,1,5.7,0.4,0.02047,,0.00223,,1,31-May-17,21,3,2,,
2818,759,heco,1,2,5.8,0.4,0.02127,,0.00288,,1,31-May-17,,,,,
2819,759,heco,1,3,3,0.3,0.00841,,0.00216,,1,31-May-17,,,,,
2820,759,heco,2,1,4.9,0.3,0.02095,,0.00286,,1,31-May-17,21,18,17,,
2821,759,heco,2,2,8.5,0.5,0.05634,,0.00332,,1,31-May-17,,,,,
2822,759,heco,2,3,5,0.5,0.03005,,0.00262,,1,31-May-17,,,,,
2823,759,heco,3,1,13.3,0.5,0.10628,,0.00638,,1,31-May-17,10,15,2,,
2824,759,heco,3,2,13.9,0.11365,0.11365,,0.00262,,1,31-May-17,,,,,
2825,759,heco,3,3,NA,NA,NA,,NA,,1,31-May-17,,,,,
2826,759,clbo,1,1,3,0.3,0.00957,,0.00282,,1,31-May-17,35,12,6,,
2827,759,clbo,1,2,3.3,0.3,0.00848,,0.0026,,1,31-May-17,,,,,
2828,759,clbo,1,3,4.2,0.4,0.01266,,0.00363,,1,31-May-17,,,,,
2829,759,clbo,2,1,2.5,0.2,0.00588,,0.00114,,1,31-May-17,29,4,2,,
2830,759,clbo,2,2,4.9,0.3,0.01808,,0.00389,,1,31-May-17,,,,,
2831,759,clbo,2,3,2.7,0.2,0.00694,,0.00163,,1,31-May-17,,,,,
2832,759,clbo,3,1,4.5,0.6,0.01788,,0.00404,,1,31-May-17,51,18,3,,
2833,759,clbo,3,2,4.1,0.4,0.01551,,0.0037,,1,31-May-17,,,,,
2834,759,clbo,3,3,3.7,0.4,0.01333,,0.00317,,1,31-May-17,,,,,
2835,759,clbo,5,1,4.4,0.4,0.01144,,0.00247,,1,31-May-17,21,7,2,,
2836,759,clbo,5,2,2.8,0.3,0.00595,,0.00138,,1,31-May-17,,,,,
2837,759,clbo,5,3,2.6,0.3,0.00507,,0.00112,,1,31-May-17,,,,,
2838,759,lopu,1,1,2.2,3.4,0.03698,,0.0088,,1,31-May-17,24,8,6,,
2839,759,lopu,1,2,2.4,3.2,0.04089,,0.0098,,1,31-May-17,,,,,
2840,759,lopu,1,3,2,3,0.03988,,0.0097,,1,31-May-17,,,,,
2841,759,lopu,2,1,2.7,3.4,0.04572,,0.0106,,1,31-May-17,29,28,10,,
2842,759,lopu,2,2,3.2,4,0.06798,,0.0155,,1,31-May-17,,,,,
2843,759,lopu,2,3,3.3,4.1,0.06673,,0.0157,,1,31-May-17,,,,,
2844,759,lopu,3,1,2,2.7,0.02541,,0.0067,,1,31-May-17,23,10,6,,
2845,759,lopu,3,2,1.6,2.6,0.01876,,0.005,,1,31-May-17,,,,,
2846,759,lopu,3,3,2,2.7,0.02489,,0.0067,,1,31-May-17,,,,,
2847,759,lopu,4,1,2,3.1,0.03454,,0.0113,,1,31-May-17,20,10,10,,
2848,759,lopu,4,2,2.2,3.5,0.04111,,0.0132,,1,31-May-17,,,,,
2849,759,lopu,4,3,2.2,3.4,0.04064,,0.0129,,1,31-May-17,,,,,
2850,759,lopu,5,1,3,3.8,0.04058,,0.0125,,1,31-May-17,33,34,18,,
2851,759,lopu,5,2,2.4,3.4,0.03081,,,,1,31-May-17,,,,,
2852,759,lopu,5,3,2.2,3,0.0202,,,,1,31-May-17,,,,,
2853,758,clpu,1,1,4.3,0.5,0.03562,,0.00902,,1,31-May-17,38,4,5,,
2854,758,clpu,1,2,4.1,0.5,0.03309,,0.00876,,1,31-May-17,,,,,
2855,758,clpu,1,3,4,0.5,0.03307,,0.00864,,1,31-May-17,,,,,
2856,758,clpu,2,1,4.7,0.6,0.03904,,0.00914,,1,31-May-17,35,6,5,,
2857,758,clpu,2,2,4.1,0.5,0.03224,,0.00792,,1,31-May-17,,,,,
2858,758,clpu,2,3,3.3,0.5,0.02484,,0.0063,,1,31-May-17,,,,,
2859,758,clpu,3,1,4.7,0.7,0.04568,,0.0104,,1,31-May-17,21,8,8,,
2860,758,clpu,3,2,4.4,0.6,0.04121,,0.0095,,1,31-May-17,,,,,
2861,758,clpu,3,3,3.3,0.3,0.02383,,0.0057,,1,31-May-17,,,,,
2862,758,clpu,4,1,3.9,0.4,0.02322,,0.0066,,1,31-May-17,21,6,6,,
2863,758,clpu,4,2,3.2,0.4,0.0211,,0.0058,,1,31-May-17,,,,,
2864,758,clpu,4,3,3.8,0.4,0.01973,,0.0054,,1,31-May-17,,,,,
2865,758,clpu,5,1,3.7,0.6,0.03836,,0.0092,,1,31-May-17,15,3,3,,
2866,758,clpu,5,2,3.4,0.5,0.03029,,0.0077,,1,31-May-17,,,,,
2867,758,clpu,5,3,3.1,0.6,0.02815,,0.007,,1,31-May-17,,,,,
2868,758,clbo,1,1,4,0.7,0.02944,,0.00874,,1,31-May-17,27,34,26,,
2869,758,clbo,1,2,4.1,0.6,0.02822,,0.00805,,1,31-May-17,,,,,
2870,758,clbo,1,3,2,0.3,0.00598,,0.00155,,1,31-May-17,,,,,
2871,758,clbo,2,1,2.4,0.3,0.00688,,0.00185,,1,31-May-17,26,2,2,,
2872,758,clbo,2,2,2.5,0.3,0.00753,,0.002,,1,31-May-17,,,,,
2873,758,clbo,2,3,2.4,0.3,0.00794,,0.00213,,1,31-May-17,,,,,
2874,758,clbo,3,1,2.7,0.5,0.01423,,0.00364,,1,31-May-17,20,5,2,,
2875,758,clbo,3,2,2.8,0.5,0.01544,,0.00378,,1,31-May-17,,,,,
2876,758,clbo,3,3,2.2,0.4,0.00875,,0.00222,,1,31-May-17,,,,,
2877,758,clbo,4,1,4,0.8,0.03402,,0.0078,,1,31-May-17,20,6,5,,
2878,758,clbo,4,2,4.2,0.5,0.02114,,0.0052,,1,31-May-17,,,,,
2879,758,clbo,4,3,2.9,0.7,0.02494,,0.0061,,1,31-May-17,,,,,
2880,759,ceme,1,1,2.9,0.4,0.01642,,0.00424,,1,31-May-17,12,4,3,,
2881,759,ceme,1,2,3.2,0.5,0.01834,,0.00476,,1,31-May-17,,,,,
2882,759,ceme,1,3,2.4,0.4,0.01168,,0.00295,,1,31-May-17,,,,,
2883,759,ceme,2,1,3.1,0.5,0.02212,,0.00472,,1,31-May-17,7,4,3,,
2884,759,ceme,2,2,2.9,0.5,0.02196,,0.00455,,1,31-May-17,,,,,
2885,759,ceme,2,3,2.7,0.4,0.01472,,0.00323,,1,31-May-17,,,,,
2886,759,ceme,3,1,2.8,0.5,0.01608,,0.00326,,1,31-May-17,14.5,3,2,,
2887,759,ceme,3,2,3,0.5,0.01796,,0.00345,,1,31-May-17,,,,,
2888,759,ceme,3,3,2,0.4,0.01119,,0.00218,,1,31-May-17,,,,,
2889,758,heco,1,1,6.4,0.5,0.04461,,0.01169,,1,6-Jun-17,20,10,6,,
2890,758,heco,1,2,6,0.4,0.03339,,0.00864,,1,6-Jun-17,,,,,
2891,758,heco,1,3,4,0.4,0.04461,,0.00511,,1,6-Jun-17,,,,,
2892,758,heco,2,1,7,0.6,0.04436,,0.01188,,1,6-Jun-17,20,8,4,,
2893,758,heco,2,2,8,0.6,0.04878,,0.01294,,1,6-Jun-17,,,,,
2894,758,heco,2,3,3.2,0.2,0.01109,,0.00365,,1,6-Jun-17,,,,,
2895,758,heco,3,1,5,0.5,0.03091,,0.00866,,1,6-Jun-17,20,5,4,,
2896,758,heco,3,2,5,0.5,0.03128,,0.00933,,1,6-Jun-17,,,,,
2897,758,heco,3,3,3.9,0.4,0.01763,,0.00535,,1,6-Jun-17,,,,,
2898,758,heco,4,1,6.7,0.5,0.03376,,0.00997,,1,6-Jun-17,16,8,6,,
2899,758,heco,4,2,6.5,0.5,0.03248,,0.00976,,1,6-Jun-17,,,,,
2900,758,heco,4,3,3.4,0.5,0.01813,,0.00532,,1,6-Jun-17,,,,,
2901,758,ceme,1,1,2.5,0.6,0.01757,,0.00377,,1,6-Jun-17,15,4,3,,
2902,758,ceme,1,2,2.3,0.6,0.01987,,0.00419,,1,6-Jun-17,,,,,
2903,758,ceme,1,3,2.2,0.5,0.01803,,0.00373,,1,6-Jun-17,,,,,
2904,758,ceme,2,1,2.2,0.5,0.01762,,0.00397,,1,6-Jun-17,19,6,6,,
2905,758,ceme,2,2,2.1,0.5,0.01567,,0.00337,,1,6-Jun-17,,,,,
2906,758,ceme,2,3,2.1,0.5,0.02002,,0.00433,,1,6-Jun-17,,,,,
2907,758,ceme,3,1,4.8,1,0.06666,,0.0155,,1,6-Jun-17,13,9,6,,
2908,758,ceme,3,2,1.9,0.3,0.01491,,0.00364,,1,6-Jun-17,,,,,
2909,758,ceme,3,3,1.5,0.3,0.01206,,0.00265,,1,6-Jun-17,,,,,
2910,758,ceme,4,1,3.9,0.9,0.03849,,0.00952,,1,6-Jun-17,31,4,4,,
2911,758,ceme,4,2,3.6,0.7,0.02793,,0.00738,,1,6-Jun-17,,,,,
2912,758,ceme,4,3,3.1,0.5,0.02281,,0.00621,,1,6-Jun-17,,,,,
2913,758,ceme,5,1,3.3,0.5,0.02793,,0.00608,,1,6-Jun-17,26,4,4,,
2914,758,ceme,5,2,3.2,0.4,0.02439,,0.00539,,1,6-Jun-17,,,,,
2915,758,ceme,5,3,3.4,0.6,0.02318,,0.00535,,1,6-Jun-17,,,,,
2916,758,naat,1,1,1.1,0.7,0.00292,,0.00108,,1,6-Jun-17,23,14,12,,
2917,758,naat,1,2,1.2,0.8,0.00284,,0.00095,,1,6-Jun-17,,,,,
2918,758,naat,1,3,1.1,0.6,0.00386,,0.00158,,1,6-Jun-17,,,,,
2919,758,naat,2,1,1.4,0.8,0.00545,,0.00187,,1,6-Jun-17,20,17,12,using half of plant,
2920,758,naat,2,2,1.4,1,0.00566,,0.00201,,1,6-Jun-17,,,,,
2921,758,naat,2,3,1.2,0.6,0.00339,,0.00138,,1,6-Jun-17,,,,,
2922,758,naat,3,1,2.4,1.1,0.01146,,0.00268,,1,6-Jun-17,25,10,7,,
2923,758,naat,3,2,1.3,0.7,0.00499,,0.00201,,1,6-Jun-17,,,,,
2924,758,naat,3,3,1.3,0.8,0.00442,,0.0018,,1,6-Jun-17,,,,,
2925,758,naat,4,1,1.1,0.7,0.00413,,0.00157,,1,6-Jun-17,13,4,4,,
2926,758,naat,4,2,1.1,0.5,0.00406,,0.00146,,1,6-Jun-17,,,,,
2927,758,naat,4,3,1.1,0.6,0.00371,,0.00141,,1,6-Jun-17,,,,,
2928,749,heco,1,1,6.4,0.7,0.08001,,0.01657,,1,6-Jun-17,14,10,8,,
2929,749,heco,1,2,5.9,0.7,0.05936,,0.01349,,1,6-Jun-17,,,,,
2930,749,heco,1,3,6.1,0.7,0.06412,,0.01454,,1,6-Jun-17,,,,,
2931,749,heco,2,1,4.8,0.6,0.04795,,0.00941,,1,6-Jun-17,NA,NA,NA,"weird canopy shape due to herbivory, just use leaf traits",
2932,749,heco,2,2,4,0.3,0.02841,,0.00607,,1,6-Jun-17,,,,,
2933,749,heco,2,3,7.9,0.7,0.1178,,0.02264,,1,6-Jun-17,,,,,
2934,749,heco,3,1,4.7,0.5,0.04134,,0.01046,,1,6-Jun-17,NA,NA,NA,scanning quarter of all leaves,
2935,749,heco,3,2,5.3,0.5,0.05402,,0.01361,,1,6-Jun-17,,,,,
2936,749,heco,3,3,5.1,0.4,0.04337,,0.01048,,1,6-Jun-17,,,,,
2937,cage_l,heco,1,1,13.6,1.3,0.374,,0.0832,,1,6-Jun-17,32,28,28,using half of plant,
2938,cage_l,heco,1,2,13.8,1.5,0.4584,,0.10265,,1,6-Jun-17,,,,,
2939,cage_l,heco,1,3,10.6,1.1,0.1776,,0.04323,,1,6-Jun-17,,,,,
2940,cage_l,ceme,1,1,3.5,0.8,0.06234,,0.01333,,1,6-Jun-17,24,450,36,,
2941,cage_l,ceme,1,2,3,0.5,0.03593,,0.00703,,1,6-Jun-17,,,,,
2942,cage_l,ceme,1,3,3,0.6,0.03581,,0.00824,,1,6-Jun-17,,,,,
2943,cage_l,ceme,2,1,3.6,0.8,0.03736,,0.00736,,1,6-Jun-17,22,5,4,,
2944,cage_l,ceme,2,2,2.6,0.6,0.02983,,0.00694,,1,6-Jun-17,,,,,
2945,cage_l,ceme,2,3,3.8,0.6,0.03456,,0.00685,,1,6-Jun-17,,,,,
2946,cage_l,ceme,3,1,5.7,1.1,0.14243,,0.02073,,1,6-Jun-17,22,38,31,using quarter of plant,
2947,cage_l,ceme,3,2,6.1,1.6,0.2378,,0.02979,,1,6-Jun-17,,,,,
2948,cage_l,ceme,3,3,4.3,1,0.09598,,0.01657,,1,6-Jun-17,,,,,
2949,758,eupe,1,1,0.6,0.4,0.00185,,0.00053,,1,6-Jun-17,NA,NA,NA,,
2950,758,eupe,1,2,0.7,0.4,0.00198,,0.00056,,1,6-Jun-17,,,,,
2951,758,eupe,1,3,0.5,0.3,0.00114,,0.00038,,1,6-Jun-17,,,,,
2952,758,eupe,5,1,2.3,0.3,0.00434,,,,1,6-Jun-17,34,6,4,,
2953,758,eupe,5,2,2.3,0.2,0.00444,,,,1,6-Jun-17,,,,,
2954,758,eupe,5,3,3,0.2,0.00876,,,,1,6-Jun-17,,,,,
2955,749,ceme,1,1,3.6,0.9,0.05162,,0.01134,,1,6-Jun-17,33,32,32,using half of plant,
2956,749,ceme,1,2,3.3,0.9,0.04177,,0.01002,,1,6-Jun-17,,,,,
2957,749,ceme,1,3,2.8,0.7,0.02542,,0.00608,,1,6-Jun-17,,,,,
2958,749,ceme,2,1,4.5,1.1,0.10108,,0.02121,,1,6-Jun-17,34,38,30,,
2959,749,ceme,2,2,3.5,0.8,0.04565,,0.01118,,1,6-Jun-17,,,,,
2960,749,ceme,2,3,3.3,0.8,0.03807,,0.00964,,1,6-Jun-17,,,,,
2961,749,ceme,3,1,2.8,0.4,0.02819,,0.0051,,1,6-Jun-17,NA,NA,NA,using half of plant,
2962,749,ceme,3,2,2.8,0.5,0.03163,,0.00613,,1,6-Jun-17,,,,,
2963,749,ceme,3,3,2.3,0.5,0.02899,,0.00637,,1,6-Jun-17,,,,,
2964,749,ceme,4,1,3.1,0.7,0.03812,,0.00646,,1,6-Jun-17,NA,NA,NA,herbivory on plant, using quarter of plant
2965,749,ceme,4,2,2.7,0.5,0.02457,,0.00461,,1,6-Jun-17,,,,,
2966,749,ceme,4,3,2.8,0.6,0.02815,,0.00504,,1,6-Jun-17,,,,,
2967,749,ceme,5,1,3.5,0.6,0.04216,,0.00778,,1,6-Jun-17,,,,,
2968,749,ceme,5,2,2.8,0.6,0.03045,,0.00507,,1,6-Jun-17,,,,,
2969,749,ceme,5,3,3.5,0.5,0.04441,,0.008,,1,6-Jun-17,,,,,
2970,comp,saco,6,1,4,2.1,0.13874,,0.02144,,1,7-Jun-17,26,19,13,,
2971,comp,saco,6,2,3.9,2.4,0.1437,,0.01587,,1,7-Jun-17,,,,,
2972,comp,saco,6,3,3.8,1.8,0.12124,,0.02145,,1,7-Jun-17,,,,,
2973,comp,saco,5,1,3.1,2,0.10481,,0.02397,,1,7-Jun-17,19,13,7,,
2974,comp,saco,5,2,2.9,1.6,0.07674,,0.02427,,1,7-Jun-17,,,,,
2975,comp,saco,5,3,3.4,2.2,0.11265,,0.02154,,1,7-Jun-17,,,,,
2976,757,ceme,1,1,3.8,0.9,0.05564,,0.01673,,1,7-Jun-17,14,7,8,herbivory damage,
2977,757,ceme,1,2,2.8,0.5,0.03509,,0.01088,,1,7-Jun-17,,,,,
2978,757,ceme,1,3,2,0.4,0.01453,,0.00393,,1,7-Jun-17,,,,,
2979,757,ceme,2,1,2.4,0.5,0.0258,,0.00697,,1,7-Jun-17,9,7,4,,
2980,757,ceme,2,2,2.4,0.5,0.02538,,0.00663,,1,7-Jun-17,,,,,
2981,757,ceme,2,3,2,0.6,0.02033,,0.00507,,1,7-Jun-17,,,,,
2982,757,ceme,3,1,2.8,0.6,0.02787,,0.00785,,1,7-Jun-17,20,26,12,competition plant, using half of plant
2983,757,ceme,3,2,2.9,0.6,0.02968,,0.00883,,1,7-Jun-17,,,,,
2984,757,ceme,3,3,2.9,0.6,0.03579,,0.0101,,1,7-Jun-17,,,,,
2985,757,ceme,4,1,3.5,0.7,0.04042,,0.01234,,1,7-Jun-17,25,14,6,,
2986,757,ceme,4,2,3.2,0.6,0.03085,,0.00831,,1,7-Jun-17,,,,,
2987,757,ceme,4,3,3.2,0.6,0.03058,,0.00799,,1,7-Jun-17,,,,,
2988,757,ceme,5,1,2.1,0.5,0.01753,,0.00528,,1,7-Jun-17,15.5,10,2,,
2989,757,ceme,5,2,2,0.5,0.01482,,0.00444,,1,7-Jun-17,,,,,
2990,757,ceme,5,3,2.1,0.5,0.01881,,0.00517,,1,7-Jun-17,,,,,
2991,756,heco,1,1,1.5,0.2,0.00611,,0.00178,,1,7-Jun-17,9,5.5,2,no all agb scan- don��_��__?��_��__t do canopy shape on this,
2992,756,heco,1,2,1.5,0.2,0.00573,,0.0017,,1,7-Jun-17,,,,,
2993,756,heco,1,3,1,0.2,0.00331,,0.00091,,1,7-Jun-17,11,5,5,,
2994,756,heco,2,1,4.4,0.5,0.04725,,0.01339,,1,7-Jun-17,,,,,
