sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,date_collected,notes,,,,
2863,758,clpu,4,2,3.2,0.4,0.0211,,0.0058,,31-May-17,,,,,
2864,758,clpu,4,3,3.8,0.4,0.01973,,0.0054,,31-May-17,,,,,
2865,758,clpu,5,1,3.7,0.6,0.03836,,0.0092,,31-May-17,15,3,3,,
2866,758,clpu,5,2,3.4,0.5,0.03029,,0.0077,,31-May-17,,,,,
2867,758,clpu,5,3,3.1,0.6,0.02815,,0.007,,31-May-17,,,,,
2868,758,clbo,1,1,4,0.7,0.02944,,0.00874,,31-May-17,27,34,26,,
2869,758,clbo,1,2,4.1,0.6,0.02822,,0.00805,,31-May-17,,,,,
2870,758,clbo,1,3,2,0.3,0.00598,,0.00155,,31-May-17,,,,,
2871,758,clbo,2,1,2.4,0.3,0.00688,,0.00185,,31-May-17,26,2,2,,
2872,758,clbo,2,2,2.5,0.3,0.00753,,0.002,,31-May-17,,,,,
2873,758,clbo,2,3,2.4,0.3,0.00794,,0.00213,,31-May-17,,,,,
2874,758,clbo,3,1,2.7,0.5,0.01423,,0.00364,,31-May-17,20,5,2,,
2875,758,clbo,3,2,2.8,0.5,0.01544,,0.00378,,31-May-17,,,,,
2876,758,clbo,3,3,2.2,0.4,0.00875,,0.00222,,31-May-17,,,,,
2877,758,clbo,4,1,4,0.8,0.03402,,0.0078,,31-May-17,20,6,5,,
2878,758,clbo,4,2,4.2,0.5,0.02114,,0.0052,,31-May-17,,,,,
2879,758,clbo,4,3,2.9,0.7,0.02494,,0.0061,,31-May-17,,,,,
2880,759,ceme,1,1,2.9,0.4,0.01642,,0.00424,,31-May-17,12,4,3,,
2881,759,ceme,1,2,3.2,0.5,0.01834,,0.00476,,31-May-17,,,,,
2882,759,ceme,1,3,2.4,0.4,0.01168,,0.00295,,31-May-17,,,,,
2883,759,ceme,2,1,3.1,0.5,0.02212,,0.00472,,31-May-17,7,4,3,,
2884,759,ceme,2,2,2.9,0.5,0.02196,,0.00455,,31-May-17,,,,,
2885,759,ceme,2,3,2.7,0.4,0.01472,,0.00323,,31-May-17,,,,,
2886,759,ceme,3,1,2.8,0.5,0.01608,,0.00326,,31-May-17,14.5,3,2,,
2887,759,ceme,3,2,3,0.5,0.01796,,0.00345,,31-May-17,,,,,
2888,759,ceme,3,3,2,0.4,0.01119,,0.00218,,31-May-17,,,,,
2889,758,heco,1,1,6.4,0.5,0.04461,,0.01169,,6-Jun-17,20,10,6,,
2890,758,heco,1,2,6,0.4,0.03339,,0.00864,,6-Jun-17,,,,,
2891,758,heco,1,3,4,0.4,0.04461,,0.00511,,6-Jun-17,,,,,
2892,758,heco,2,1,7,0.6,0.04436,,0.01188,,6-Jun-17,20,8,4,,
2893,758,heco,2,2,8,0.6,0.04878,,0.01294,,6-Jun-17,,,,,
2894,758,heco,2,3,3.2,0.2,0.01109,,0.00365,,6-Jun-17,,,,,
2895,758,heco,3,1,5,0.5,0.03091,,0.00866,,6-Jun-17,20,5,4,,
2896,758,heco,3,2,5,0.5,0.03128,,0.00933,,6-Jun-17,,,,,
2897,758,heco,3,3,3.9,0.4,0.01763,,0.00535,,6-Jun-17,,,,,
2898,758,heco,4,1,6.7,0.5,0.03376,,0.00997,,6-Jun-17,16,8,6,,
2899,758,heco,4,2,6.5,0.5,0.03248,,0.00976,,6-Jun-17,,,,,
2900,758,heco,4,3,3.4,0.5,0.01813,,0.00532,,6-Jun-17,,,,,
2901,758,ceme,1,1,2.5,0.6,0.01757,,0.00377,,6-Jun-17,15,4,3,,
2902,758,ceme,1,2,2.3,0.6,0.01987,,0.00419,,6-Jun-17,,,,,
2903,758,ceme,1,3,2.2,0.5,0.01803,,0.00373,,6-Jun-17,,,,,
2904,758,ceme,2,1,2.2,0.5,0.01762,,0.00397,,6-Jun-17,19,6,6,,
2905,758,ceme,2,2,2.1,0.5,0.01567,,0.00337,,6-Jun-17,,,,,
2906,758,ceme,2,3,2.1,0.5,0.02002,,0.00433,,6-Jun-17,,,,,
2907,758,ceme,3,1,4.8,1,0.06666,,0.0155,,6-Jun-17,13,9,6,,
2908,758,ceme,3,2,1.9,0.3,0.01491,,0.00364,,6-Jun-17,,,,,
2909,758,ceme,3,3,1.5,0.3,0.01206,,0.00265,,6-Jun-17,,,,,
2910,758,ceme,4,1,3.9,0.9,0.03849,,0.00952,,6-Jun-17,31,4,4,,
2911,758,ceme,4,2,3.6,0.7,0.02793,,0.00738,,6-Jun-17,,,,,
2912,758,ceme,4,3,3.1,0.5,0.02281,,0.00621,,6-Jun-17,,,,,
2913,758,ceme,5,1,3.3,0.5,0.02793,,0.00608,,6-Jun-17,26,4,4,,
2914,758,ceme,5,2,3.2,0.4,0.02439,,0.00539,,6-Jun-17,,,,,
2915,758,ceme,5,3,3.4,0.6,0.02318,,0.00535,,6-Jun-17,,,,,
2916,758,naat,1,1,1.1,0.7,0.00292,,0.00108,,6-Jun-17,23,14,12,,
2917,758,naat,1,2,1.2,0.8,0.00284,,0.00095,,6-Jun-17,,,,,
2918,758,naat,1,3,1.1,0.6,0.00386,,0.00158,,6-Jun-17,,,,,
2919,758,naat,2,1,1.4,0.8,0.00545,,0.00187,,6-Jun-17,20,17,12,using half of plant,
2920,758,naat,2,2,1.4,1,0.00566,,0.00201,,6-Jun-17,,,,,
2921,758,naat,2,3,1.2,0.6,0.00339,,0.00138,,6-Jun-17,,,,,
2922,758,naat,3,1,2.4,1.1,0.01146,,0.00268,,6-Jun-17,25,10,7,,
2923,758,naat,3,2,1.3,0.7,0.00499,,0.00201,,6-Jun-17,,,,,
2924,758,naat,3,3,1.3,0.8,0.00442,,0.0018,,6-Jun-17,,,,,
2925,758,naat,4,1,1.1,0.7,0.00413,,0.00157,,6-Jun-17,13,4,4,,
2926,758,naat,4,2,1.1,0.5,0.00406,,0.00146,,6-Jun-17,,,,,
2927,758,naat,4,3,1.1,0.6,0.00371,,0.00141,,6-Jun-17,,,,,
2928,749,heco,1,1,6.4,0.7,0.08001,,0.01657,,6-Jun-17,14,10,8,,
2929,749,heco,1,2,5.9,0.7,0.05936,,0.01349,,6-Jun-17,,,,,
2930,749,heco,1,3,6.1,0.7,0.06412,,0.01454,,6-Jun-17,,,,,
2931,749,heco,2,1,4.8,0.6,0.04795,,0.00941,,6-Jun-17,NA,NA,NA,"weird canopy shape due to herbivory, just use leaf traits",
2932,749,heco,2,2,4,0.3,0.02841,,0.00607,,6-Jun-17,,,,,
2933,749,heco,2,3,7.9,0.7,0.1178,,0.02264,,6-Jun-17,,,,,
2934,749,heco,3,1,4.7,0.5,0.04134,,0.01046,,6-Jun-17,NA,NA,NA,scanning quarter of all leaves,
2935,749,heco,3,2,5.3,0.5,0.05402,,0.01361,,6-Jun-17,,,,,
2936,749,heco,3,3,5.1,0.4,0.04337,,0.01048,,6-Jun-17,,,,,
2937,cage_l,heco,1,1,13.6,1.3,0.374,,0.0832,,6-Jun-17,32,28,28,using half of plant,
2938,cage_l,heco,1,2,13.8,1.5,0.4584,,0.10265,,6-Jun-17,,,,,
2939,cage_l,heco,1,3,10.6,1.1,0.1776,,0.04323,,6-Jun-17,,,,,
2940,cage_l,ceme,1,1,3.5,0.8,0.06234,,0.01333,,6-Jun-17,24,450,36,,
2941,cage_l,ceme,1,2,3,0.5,0.03593,,0.00703,,6-Jun-17,,,,,
2942,cage_l,ceme,1,3,3,0.6,0.03581,,0.00824,,6-Jun-17,,,,,
2943,cage_l,ceme,2,1,3.6,0.8,0.03736,,0.00736,,6-Jun-17,22,5,4,,
2944,cage_l,ceme,2,2,2.6,0.6,0.02983,,0.00694,,6-Jun-17,,,,,
2945,cage_l,ceme,2,3,3.8,0.6,0.03456,,0.00685,,6-Jun-17,,,,,
2946,cage_l,ceme,3,1,5.7,1.1,0.14243,,0.02073,,6-Jun-17,22,38,31,using quarter of plant,
2947,cage_l,ceme,3,2,6.1,1.6,0.2378,,0.02979,,6-Jun-17,,,,,
2948,cage_l,ceme,3,3,4.3,1,0.09598,,0.01657,,6-Jun-17,,,,,
2949,758,eupe,1,1,0.6,0.4,0.00185,,0.00053,,6-Jun-17,NA,NA,NA,,
2950,758,eupe,1,2,0.7,0.4,0.00198,,0.00056,,6-Jun-17,,,,,
2951,758,eupe,1,3,0.5,0.3,0.00114,,0.00038,,6-Jun-17,,,,,
2952,758,eupe,5,1,2.3,0.3,0.00434,,,,6-Jun-17,34,6,4,,
2953,758,eupe,5,2,2.3,0.2,0.00444,,,,6-Jun-17,,,,,
2954,758,eupe,5,3,3,0.2,0.00876,,,,6-Jun-17,,,,,
2955,749,ceme,1,1,3.6,0.9,0.05162,,0.01134,,6-Jun-17,33,32,32,using half of plant,
2956,749,ceme,1,2,3.3,0.9,0.04177,,0.01002,,6-Jun-17,,,,,
2957,749,ceme,1,3,2.8,0.7,0.02542,,0.00608,,6-Jun-17,,,,,
2958,749,ceme,2,1,4.5,1.1,0.10108,,0.02121,,6-Jun-17,34,38,30,,
2959,749,ceme,2,2,3.5,0.8,0.04565,,0.01118,,6-Jun-17,,,,,
2960,749,ceme,2,3,3.3,0.8,0.03807,,0.00964,,6-Jun-17,,,,,
2961,749,ceme,3,1,2.8,0.4,0.02819,,0.0051,,6-Jun-17,NA,NA,NA,using half of plant,
2962,749,ceme,3,2,2.8,0.5,0.03163,,0.00613,,6-Jun-17,,,,,
2963,749,ceme,3,3,2.3,0.5,0.02899,,0.00637,,6-Jun-17,,,,,
2964,749,ceme,4,1,3.1,0.7,0.03812,,0.00646,,6-Jun-17,NA,NA,NA,herbivory on plant, using quarter of plant
2965,749,ceme,4,2,2.7,0.5,0.02457,,0.00461,,6-Jun-17,,,,,
2966,749,ceme,4,3,2.8,0.6,0.02815,,0.00504,,6-Jun-17,,,,,
2967,749,ceme,5,1,3.5,0.6,0.04216,,0.00778,,6-Jun-17,,,,,
2968,749,ceme,5,2,2.8,0.6,0.03045,,0.00507,,6-Jun-17,,,,,
2969,749,ceme,5,3,3.5,0.5,0.04441,,0.008,,6-Jun-17,,,,,
2970,comp,saco,6,1,4,2.1,0.13874,,0.02144,,7-Jun-17,26,19,13,,
2971,comp,saco,6,2,3.9,2.4,0.1437,,0.01587,,7-Jun-17,,,,,
2972,comp,saco,6,3,3.8,1.8,0.12124,,0.02145,,7-Jun-17,,,,,
2973,comp,saco,5,1,3.1,2,0.10481,,0.02397,,7-Jun-17,19,13,7,,
2974,comp,saco,5,2,2.9,1.6,0.07674,,0.02427,,7-Jun-17,,,,,
2975,comp,saco,5,3,3.4,2.2,0.11265,,0.02154,,7-Jun-17,,,,,
2976,757,ceme,1,1,3.8,0.9,0.05564,,0.01673,,7-Jun-17,14,7,8,herbivory damage,
2977,757,ceme,1,2,2.8,0.5,0.03509,,0.01088,,7-Jun-17,,,,,
2978,757,ceme,1,3,2,0.4,0.01453,,0.00393,,7-Jun-17,,,,,
2979,757,ceme,2,1,2.4,0.5,0.0258,,0.00697,,7-Jun-17,9,7,4,,
2980,757,ceme,2,2,2.4,0.5,0.02538,,0.00663,,7-Jun-17,,,,,
2981,757,ceme,2,3,2,0.6,0.02033,,0.00507,,7-Jun-17,,,,,
2982,757,ceme,3,1,2.8,0.6,0.02787,,0.00785,,7-Jun-17,20,26,12,competition plant, using half of plant
2983,757,ceme,3,2,2.9,0.6,0.02968,,0.00883,,7-Jun-17,,,,,
2984,757,ceme,3,3,2.9,0.6,0.03579,,0.0101,,7-Jun-17,,,,,
2985,757,ceme,4,1,3.5,0.7,0.04042,,0.01234,,7-Jun-17,25,14,6,,
2986,757,ceme,4,2,3.2,0.6,0.03085,,0.00831,,7-Jun-17,,,,,
2987,757,ceme,4,3,3.2,0.6,0.03058,,0.00799,,7-Jun-17,,,,,
2988,757,ceme,5,1,2.1,0.5,0.01753,,0.00528,,7-Jun-17,15.5,10,2,,
2989,757,ceme,5,2,2,0.5,0.01482,,0.00444,,7-Jun-17,,,,,
2990,757,ceme,5,3,2.1,0.5,0.01881,,0.00517,,7-Jun-17,,,,,
2991,756,heco,1,1,1.5,0.2,0.00611,,0.00178,,7-Jun-17,9,5.5,2,no all agb scan- don•À_•À__?•À_•À__t do canopy shape on this,
2992,756,heco,1,2,1.5,0.2,0.00573,,0.0017,,7-Jun-17,,,,,
2993,756,heco,1,3,1,0.2,0.00331,,0.00091,,7-Jun-17,11,5,5,,
2994,756,heco,2,1,4.4,0.5,0.04725,,0.01339,,7-Jun-17,,,,,
2995,756,heco,2,2,5,0.6,0.0616,,0.01615,,7-Jun-17,,,,,
2996,756,heco,2,3,5.1,0.6,0.05984,,0.01555,,7-Jun-17,,,,,
2997,756,heco,3,1,4,0.2,0.01991,,0.00686,,7-Jun-17,12.5,3,3,,
2998,756,heco,3,2,2.2,0.2,0.0112,,0.00352,,7-Jun-17,,,,,
2999,756,heco,3,3,2.4,0.3,0.012,,0.00408,,7-Jun-17,,,,,
3000,756,ceme,6,1,2.7,0.5,0.02122,,0.00551,,7-Jun-17,9.5,3,3,,
3001,756,ceme,6,2,3.5,0.4,0.01961,,0.00542,,7-Jun-17,,,,,
3002,756,ceme,6,3,2,0.5,0.018,,0.00475,,7-Jun-17,,,,,
3003,760,lopu,3,3,NA,NA,NA,,0.0065,,23-May-17,,,,,
,non_plot,ACMO,1,1,5.5,0.4,0.05833,,0.0079,,4/20/17,,,,,
,non_plot,ACMO,1,2,5.1,0.4,0.04693,,0.0069,,4/20/17,,,,,
,non_plot,ACMO,1,3,6.1,0.5,0.06751,,0.009,,4/20/17,,,,,
,non_plot,ACMO,2,1,4.3,0.4,0.04098,,0.0067,,4/20/17,,,,,
,non_plot,ACMO,2,2,4.3,0.5,0.04078,,0.0064,,4/20/17,,,,,
,non_plot,ACMO,2,3,5.6,0.5,0.06224,,0.0098,,4/20/17,,,,,
,non_plot,ACMO,3,1,6.2,0.5,0.06684,,0.0096,,4/20/17,,,,,
,non_plot,ACMO,3,2,6,0.4,0.07467,,0.0103,,4/20/17,,,,,
,non_plot,ACMO,3,3,5.6,0.4,0.05921,,0.0082,,4/20/17,,,,,
,non_plot,ACMO,4,1,7.2,0.5,0.09201,,0.0126,,4/20/17,,,,,
,non_plot,ACMO,4,2,6.3,0.5,0.08288,,0.0116,,4/20/17,,,,,
,non_plot,ACMO,4,3,5.9,0.4,0.06495,,0.009,,4/20/17,,,,,
,non_plot,ACMO,5,1,6.7,0.5,0.08921,,0.0118,,4/20/17,,,,,
,non_plot,ACMO,5,2,6,0.4,0.07362,,0.0096,,4/20/17,,,,,
,non_plot,ACMO,5,3,5.6,0.5,0.06502,,0.0094,,4/20/17,,,,,
,non_plot,ACMO,6,1,7.8,0.6,0.09013,,0.0097,,4/20/17,,,,,
,non_plot,ACMO,6,2,4.6,0.3,0.03446,,0.0044,,4/20/17,,,,,
,non_plot,ACMO,6,3,4.7,0.3,0.03954,,0.005,,4/20/17,,,,,
,non_plot,ACMO,7,1,4.5,0.5,0.04933,,0.0065,,4/20/17,,,,,
,non_plot,ACMO,7,2,4.1,0.3,0.03422,,0.0042,,4/20/17,,,,,
,non_plot,ACMO,7,3,4.1,0.5,0.03294,,0.0045,,4/20/17,,,,,
,non_plot,ACMO,8,1,5.3,0.5,0.04806,,0.0067,,4/20/17,,,,,
,non_plot,ACMO,8,2,3.2,0.3,0.01839,,0.0026,,4/20/17,,,,,
,non_plot,ACMO,8,3,3.9,0.3,0.03002,,0.0045,,4/20/17,,,,,
,non_plot,AG2,1,1,8.6,1.1,0.10458,,0.0177,,4/20/17,,,,,
,non_plot,AG2,1,2,7.9,1,0.09208,,0.0143,,4/20/17,,,,,
,non_plot,AG2,1,3,5.9,0.8,0.06016,,0.0099,,4/20/17,,,,,
,non_plot,AG2,2,1,5.5,0.8,0.06104,,0.0092,,4/20/17,,,,,
,non_plot,AG2,2,2,6,1,0.06042,,0.0107,,4/20/17,,,,,
,non_plot,AG2,2,3,6.9,1,0.07131,,0.0135,,4/20/17,,,,,
,non_plot,AG2,3,1,8.7,1.6,0.12907,,0.0211,,4/20/17,,,,,
,non_plot,AG2,3,2,7.9,1.8,0.11014,,0.0174,,4/20/17,,,,,
,non_plot,AG2,3,3,7.8,1.7,0.11938,,0.0192,,4/20/17,,,,,
,non_plot,AG2,4,1,6.6,0.8,0.06781,,0.01,,4/20/17,,,,,
,non_plot,AG2,4,2,7.3,1,0.08111,,0.0121,,4/20/17,,,,,
,non_plot,AG2,4,3,5.5,1,0.05605,,0.0088,,4/20/17,,,,,
,non_plot,AG2,5,1,6.1,1.1,0.07953,,0.0122,,4/20/17,,,,,
,non_plot,AG2,5,2,5.5,0.8,0.05904,,0.0094,,4/20/17,,,,,
,non_plot,AG2,5,3,4.8,1.1,0.05605,,0.0083,,4/20/17,,,,,
,non_plot,AG2,6,1,10.6,1.5,0.15143,,0.0236,,4/20/17,,,,,
,non_plot,AG2,6,2,9.7,1.5,0.11927,,0.0187,,4/20/17,,,,,
,non_plot,AG2,6,3,8,1.6,0.09933,,0.0152,,4/20/17,,,,,
,non_plot,AG2,7,1,11.4,1.7,0.16675,,0.024,,4/20/17,,,,,
,non_plot,AG2,7,2,9.9,1.1,0.11254,,0.0159,,4/20/17,,,,,
,non_plot,AG2,7,3,9.9,1.4,0.13124,,0.0196,,4/20/17,,,,,
,non_plot,AG2,8,1,6.8,0.9,0.12104,,0.017,,4/20/17,,,,,
,non_plot,AG2,8,2,5,0.9,0.07279,,0.0097,,4/20/17,,,,,
,non_plot,AG2,8,3,7.7,1.2,0.11503,,0.0163,,4/20/17,,,,,
,non_plot,AVBA,1,1,,,0.04951,,0.0167,,4/21/17,97x10x8,,,,
,non_plot,AVBA,1,2,,,0.09851,,0.0326,,4/21/17,,,,,
,non_plot,AVBA,1,3,,,0.05842,,0.0205,,4/21/17,,,,,
,non_plot,AVBA,2,1,,,0.10863,,0.0346,,4/21/17,77x16x15,,,,
,non_plot,AVBA,2,2,,,0.04508,,0.0139,,4/21/17,,,,,
,non_plot,AVBA,2,3,,,0.12881,,0.0395,,4/21/17,,,,,
,non_plot,AVBA,3,1,,,0.05767,,0.01643,,4/21/17,60x8x7,,,,
,non_plot,AVBA,3,2,,,0.06406,,0.01923,,4/21/17,,,,,
,non_plot,AVBA,3,3,,,0.0649,,0.02176,,4/21/17,,,,,
,non_plot,AVBA,4,1,,,0.08005,,0.0241,,4/21/17,86x5x5,,,,
,non_plot,AVBA,4,2,,,0.12966,,0.04247,,4/21/17,,,,,
,non_plot,AVBA,4,3,,,0.12112,,0.03307,,4/21/17,,,,,
,non_plot,AVBA,5,1,,,0.08507,,0.02571,,4/21/17,82x6x12,,,,
,non_plot,AVBA,5,2,,,0.10844,,0.03468,,4/21/17,,,,,
,non_plot,AVBA,5,3,,,0.12787,,0.03418,,4/21/17,,,,,
,non_plot,AVBA,6,1,,,0.08545,,0.02752,,4/21/17,44x17x9,,,,
,non_plot,AVBA,6,2,,,0.08023,,0.0264,,4/21/17,,,,,
,non_plot,AVBA,6,3,,,0.06464,,0.02,,4/21/17,,,,,
,non_plot,AVBA,7,1,,,0.07025,,0.0229,,4/21/17,82x13x11,,,,
,non_plot,AVBA,7,2,,,0.10134,,0.0331,,4/21/17,,,,,
,non_plot,AVBA,7,3,,,0.05795,,0.01738,,4/21/17,,,,,
,non_plot,AVBA,8,1,,,0.10829,,0.0325,,4/21/17,99x17x7,,,,
,non_plot,AVBA,8,2,,,0.08679,,0.0292,,4/21/17,,,,,
,non_plot,AVBA,8,3,,,0.06788,,0.0244,,4/21/17,,,,,
,non_plot,BOIN,1,1,,,0.04187,,0.0056,,4/22/17,NAx46x9, no petiole,,,
,non_plot,BOIN,1,2,,,0.03053,,0.0047,,4/22/17,no petiole,,,,
,non_plot,BOIN,1,3,,,0.04706,,0.0068,,4/22/17,no petiole,,,,
,non_plot,BOIN,2,1,,,0.01433,,0.0026,,4/22/17,NAx49x11, no petiole,,,
,non_plot,BOIN,2,2,,,0.01738,,0.003,,4/22/17,no petiole,,,,
,non_plot,BOIN,2,3,,,0.02136,,0.0036,,4/22/17,no petiole,,,,
,non_plot,BOIN,3,1,,,0.0429,,0.0064,,4/22/17,NAx53x51, no petiole,,,
,non_plot,BOIN,3,2,,,0.02255,,0.0032,,4/22/17,no petiole,,,,
,non_plot,BOIN,3,3,,,0.03268,,0.0048,,4/22/17,no petiole,,,,
,non_plot,BOIN,4,1,,,0.02021,,0.0027,,4/22/17,NAx50x26, no petiole,,,
,non_plot,BOIN,4,2,,,0.01598,,0.0028,,4/22/17,no petiole,,,,
,non_plot,BOIN,4,3,,,0.02044,,0.0031,,4/22/17,no petiole,,,,
,non_plot,BOIN,5,1,,,0.02788,,0.00461,,4/22/17,NAx54x30, no petiole,,,
,non_plot,BOIN,5,2,,,0.02429,,0.00404,,4/22/17,no petiole,,,,
,non_plot,BOIN,5,3,,,0.02678,,0.00464,,4/22/17,no petiole,,,,
,non_plot,BOIN,6,1,,,0.05008,,0.00766,,4/22/17,NAx40x32, no petiole,,,
,non_plot,BOIN,6,2,,,0.06724,,0.00956,,4/22/17,no petiole,,,,
,non_plot,BOIN,6,3,,,0.01739,,0.00334,,4/22/17,no petiole,,,,
,non_plot,BOIN,7,1,,,0.04567,,0.00574,,4/22/17,NAx62x23, no petiole,,,
,non_plot,BOIN,7,2,,,0.04314,,0.0055,,4/22/17,no petiole,,,,
,non_plot,BOIN,7,3,,,0.05092,,0.00654,,4/22/17,no petiole,,,,
,non_plot,BOIN,8,1,,,0.04593,,0.00629,,4/22/17,NAx66x19, no petiole,,,
,non_plot,BOIN,8,2,,,0.03301,,0.00447,,4/22/17,no petiole,,,,
,non_plot,BOIN,8,3,,,0.05531,,0.00765,,4/22/17,no petiole,,,,
,non_plot,BRDI,1,1,,,0.16834,,0.0413,,4/21/17,63x19x8,,,,
,non_plot,BRDI,1,2,,,0.19491,,0.0469,,4/21/17,,,,,
,non_plot,BRDI,1,3,,,0.12168,,0.0335,,4/21/17,,,,,
,non_plot,BRDI,2,1,,,0.15217,,0.041,,4/21/17,62x12x12,,,,
,non_plot,BRDI,2,2,,,0.09376,,0.0226,,4/21/17,,,,,
,non_plot,BRDI,2,3,,,0.07821,,0.0177,,4/21/17,,,,,
,non_plot,BRDI,3,1,,,0.25901,,0.0716,,4/21/17,69x30x24,,,,
,non_plot,BRDI,3,2,,,0.21201,,0.052,,4/21/17,,,,,
,non_plot,BRDI,3,3,,,0.15428,,0.0354,,4/21/17,,,,,
,non_plot,BRDI,4,1,,,0.07241,,0.0197,,4/21/17,53x30x15,,,,
,non_plot,BRDI,4,2,,,0.16845,,0.0463,,4/21/17,,,,,
,non_plot,BRDI,4,3,,,0.08827,,0.0254,,4/21/17,,,,,
,non_plot,BRDI,5,1,,,0.18132,,0.0481,,4/21/17,68x36x15,,,,
,non_plot,BRDI,5,2,,,0.15184,,0.0422,,4/21/17,,,,,
,non_plot,BRDI,5,3,,,0.17562,,0.0424,,4/21/17,,,,,
,non_plot,BRDI,6,1,,,0.11151,,0.0366,,4/21/17,61x20x6,,,,
,non_plot,BRDI,6,2,,,0.06932,,0.0192,,4/21/17,,,,,
,non_plot,BRDI,6,3,,,0.18716,,0.0558,,4/21/17,,,,,
,non_plot,BRDI,7,1,,,0.15406,,0.0367,,4/21/17,73x38x15, scan all leaves in two parts,,,
,non_plot,BRDI,7,2,,,0.18555,,0.0576,,4/21/17,,,,,
,non_plot,BRDI,7,3,,,0.29512,,0.0784,,4/21/17,,,,,
,non_plot,BRDI,8,1,,,0.15021,,0.0445,,4/21/17,79x37x18,,,,
,non_plot,BRDI,8,2,,,0.23224,,0.0681,,4/21/17,,,,,
,non_plot,BRDI,8,3,,,0.14477,,0.0491,,4/21/17,,,,,
,non_plot,DICA,1,1,,,,,0.1639,,,,,,,
,non_plot,DICA,1,2,,,,,0.058,,,,,,,
,non_plot,DICA,2,1,,,,,0.1563,,,,,,,
,non_plot,DICA,3,1,,,,,0.1438,,,,,,,
,non_plot,ERMO,1,1,,,0.18082,,0.0408,,4/21/17,no petiole,,,,
,non_plot,ERMO,1,2,,,0.15422,,0.0365,,4/21/17,no petiole,,,,
,non_plot,ERMO,1,3,,,0.24309,,0.0598,,4/21/17,no petiole,,,,
,non_plot,ERMO,2,1,,,0.26788,,0.0643,,4/21/17,no petiole,,,,
,non_plot,ERMO,2,2,,,0.25373,,0.0672,,4/21/17,no petiole,,,,
,non_plot,ERMO,2,3,,,0.15553,,0.0414,,4/21/17,no petiole,,,,
,non_plot,ERMO,3,1,,,0.10023,,0.0203,,4/21/17,no petiole,,,,
,non_plot,ERMO,3,2,,,0.13491,,0.0279,,4/21/17,no petiole,,,,
,non_plot,ERMO,3,3,,,0.09776,,0.022,,4/21/17,no petiole,,,,
,non_plot,ERMO,4,1,,,0.15055,,0.0344,,4/21/17,no petiole,,,,
,non_plot,ERMO,4,2,,,0.10246,,0.0242,,4/21/17,no petiole,,,,
,non_plot,ERMO,4,3,,,0.04431,,0.0121,,4/21/17,no petiole,,,,
,non_plot,ERMO,5,1,,,0.14841,,0.0337,,4/21/17,no petiole,,,,
,non_plot,ERMO,5,2,,,0.06926,,0.0149,,4/21/17,no petiole,,,,
,non_plot,ERMO,5,3,,,0.11543,,0.0414,,4/21/17,no petiole,,,,
,non_plot,ERMO,6,1,,,0.19853,,0.0455,,4/21/17,no petiole,,,,
,non_plot,ERMO,6,2,,,0.09399,,0.0212,,4/21/17,no petiole,,,,
,non_plot,ERMO,6,3,,,0.08176,,0.0188,,4/21/17,no petiole,,,,
,non_plot,ERMO,7,1,,,0.06284,,0.015,,4/21/17,no petiole,,,,
,non_plot,ERMO,7,2,,,NA,,,,4/21/17,no petiole,,,,
,non_plot,ERMO,7,3,,,NA,,,,4/21/17,no petiole,,,,
,non_plot,ERMO,8,1,,,0.08289,,0.0225,,4/21/17,no petiole,,,,
,non_plot,ERMO,8,2,,,NA,,,,4/21/17,no petiole,,,,
,non_plot,ERMO,8,3,,,NA,,,,4/21/17,no petiole,,,,
,non_plot,GAAP,1,1,,,0.04121,,0.0049,,4/22/17,NAx71x34,,,,
,non_plot,GAAP,1,2,,,0.01636,,0.0025,,4/22/17,,,,,
,non_plot,GAAP,1,3,,,0.02277,,0.0032,,4/22/17,,,,,
,non_plot,GAAP,2,1,,,0.05021,,0.0074,,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx69x12,,,,
,non_plot,GAAP,2,2,,,0.03907,,0.0063,,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,
,non_plot,GAAP,2,3,,,0.02342,,0.0038,,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,
,non_plot,GAAP,3,1,,,0.02942,,0.0039,,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx43x7,,,,
,non_plot,GAAP,3,2,,,0.03395,,0.0053,,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,
,non_plot,GAAP,3,3,,,0.02326,,0.0035,,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,
,non_plot,GAAP,4,1,,,0.02914,,0.0049,,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx39x8,,,,
,non_plot,GAAP,4,2,,,0.02085,,0.0036,,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,
,non_plot,GAAP,4,3,,,0.00938,,0.0018,,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,
,non_plot,GAAP,5,1,,,0.02331,,0.0036,,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx23x5,,,,
